Title,Rating,Reviews,tags
Persona 5: Dancing in Starlight,2.9,149,Dancing game featuring characters from Persona 5. ['Music'] Persona 5: Dancing in Starlight
Ring Fit Adventure,3.8,113,"In this fitness-focused title, you'll be moving the ring and a leg strap -- both of which house a Switch Joy-Con -- to move your character through a fantasy world.
At certain intervals, you'll be thrown into battles. These so-called ""fit battles"" play out like a traditional turn-based RPG. All of your attacks are triggered by completing a specific pose or stretch, with four attack types that target different parts of your body
The world will be broken up into courses that, upon completion, reward you with experience points. Levelling up will increase your character's base stats and slowly unlock new skills that can be utilised in battle. ['Adventure', 'RPG', 'Sport'] Ring Fit Adventure"
100% Orange Juice,3.4,164,"100% Orange Juice is a goal-oriented boardgame played by OrangeJuice's all-star cast including characters from Acceleration of Suguri, Flying Red Barrel: A Diary of Little Aviator, Sora, and QP Shooting.
This is a world where dogs, people and machines fly through the air. In that world, a small patch of darkness was born. Infinitesimal at first, it gradually began to envelope everything...
A youth named Kai, led by the mysterious life form known as Marie Poppo, begins a journey that will span worlds. The black, bottomless darkness of desire slowly eats away at both Kai and the world itself...
Let Marie Poppo lead you into a mysterious world to play. Grab your deck of cards and let the games begin! ['Card & Board Game', 'Indie', 'Strategy', 'Turn Based Strategy'] 100% Orange Juice"
Kingdom Hearts Dream Drop Distance HD,3.3,135,"Kingdom Hearts Dream Drop Distance HD is a full HD remaster of Kingdom Hearts 3D: Dream Drop Distance designed for the PlayStation 4. It was released as part of a package of three games entitled Kingdom Hearts HD 2.8 Final Chapter Prologue.
The game is largely the same as its Nintendo 3DS counterpart, but includes some additional features as well as alterations designed to adapt the game to the PS4. The conversion from two screens to one is the most notable of the changes seen. Little has changed in terms of gameplay. However, three new Dream Eaters have been introduced and minor game features have been altered to adapt to the PS4. ['Adventure', 'Brawler', 'Fighting', 'RPG'] Kingdom Hearts Dream Drop Distance HD"
Mega Man 10,3.6,103,"The 8-bit old-schoolers of the world have spoken. And boy, did they do so decisively. When Capcom released the NES-style Mega Man 9 back in 2008, they did it as a piece of one-off fan service, and no matter how good the game was (and it was very, very good), no one expected another 8-bit offering in the core series. And yet, here it is. Mega Man 10 can be found on WiiWare, PlayStation Network and Xbox Live Arcade in all of its retro glory. And, it, too, is very good. ['Platform', 'Shooter'] Mega Man 10"
Just Cause 4,2.4,113,"Set in the fictional South American world of Solis, JUST CAUSE 4 takes the series incredible destruction and unique physics to a whole new level with the introduction of tornadoes and other Extreme Weather events. JUST CAUSE 4 has four distinct biomes: Rainforest, Grasslands, Alpine & Desert. With each biome offering its own individual, fully simulated weather event, players will have a truly unique experience as they traverse this deep, diverse world.
Rico Rodriguez returns in JUST CAUSE 4 with his trademark parachute, wingsuit and, of course his grapple hook, now enhanced with new functionality and fully customisable. Making it the most powerful and creative tool the player has ever had. ['Adventure', 'Shooter'] Just Cause 4"
Katawa Shoujo,3.7,107,"Katawa Shoujo is a bishoujo-style visual novel set in the fictional Yamaku High School for disabled children, located somewhere in modern Japan. Hisao Nakai, a normal boy living a normal life, has his life turned upside down when a congenital heart defect forces him to move to a new school after a long hospitalization. Despite his difficulties, Hisao is able to find friends—and perhaps love, if he plays his cards right. There are five main paths corresponding to the 5 main female characters, each path following the storyline pertaining to that character. ['Indie', 'Simulator', 'Visual Novel'] Katawa Shoujo"
Yu-Gi-Oh! Duel Links,2.7,121,"Take on Duelists around the world with Yu-Gi-Oh! Duel Links! Step into a world that crosses dimensions and connects all Duelists. In Duel World, any location transforms into a Duel Field where heated Duels unfold! ['Adventure', 'Card & Board Game', 'Quiz/Trivia', 'RPG', 'Simulator', 'Strategy', 'Turn Based Strategy'] Yu-Gi-Oh! Duel Links"
Muv-Luv Alternative,4.2,103,"""A destiny tossed about, in an insane world---
A flame of life blazing forth, in a dying world---
And now, one more future that is spun---
This is the alternative ending unable to be told before:
A very great, a very tiny, a very precious...
Tale of love and courage.""
Muv-Luv Alternative continues the story of Shirogane Takeru after the events of the original Muv-Luv. This is a tale of a love so deep it breaks all barriers; about courage in the face of adversity and overcoming hardships. Takeru encounters insurmountable odds while his entire world is turned upside down around him. ['Visual Novel'] Muv-Luv Alternative"
Fire Emblem Warriors,2.8,132,"""Clash with legions of soldiers and fierce monsters as Marth, Xander, Corrin, and other Fire Emblem heroes unleashing over-the-top-powerful Dynasty Warriors-style moves. Take direct control of known and original Fire Emblem characters, issue them strategic commands in the midst of battle, pair up heroes to unleash stunning attacks, and more. Unlock new playable heroes, each with their own unique moves, special attacks, weapon types, and voiced dialogue in this large-scale action game from the Hyrule Warriors team."" ['Brawler', 'RPG', 'Simulator', 'Strategy', 'Tactical'] Fire Emblem Warriors"
Mario Party 6,3.8,101,"Mario Party 6 offers a new batch of games that require both your fingers and your voice. In this installment in the Mario Party series, you can use the included microphone controller to talk your way to victory. More than 80 minigames are included. You can play as Mario, Bowser, or other characters from the Mushroom Kingdom. New characters appear on the board depending on what time of day it is. The game supports up to four players. ['Card & Board Game', 'Puzzle'] Mario Party 6"
SuperHot VR,4.1,159,"SuperHot VR is a title reimagined and redesigned from the ground up for Oculus Rift and Touch hand tracking controllers. SuperHot VR brings the intensely visceral action of SuperHot directly into your head and soul. ['Adventure', 'Indie', 'Puzzle', 'Shooter'] SuperHot VR"
The World Ends with You: Final Remix,4.0,158,"Complete the mission...or face erasure. That’s all Neku knows after regaining consciousness in the middle of a busy intersection without his memories. Now he and his partner must fight to survive a life-or-death game in this twisted tale with more turns than the urban labyrinth of Tokyo they’re trapped in. This definitive version of Square Enix’s RPG classic brings the dark story to life on the Nintendo Switch system along with an extra chapter, exclusive two-player combat, and some killer, new remixed music. In the crowded chaos of Tokyo, players of the Reapers’ Game must complete daily missions or face total erasure. Neku might not be enthusiastic about forging relationships, but with his very life on the line, he’ll need to learn how to work together with a partner—and fast: they only have seven days. Gear up with stat-enhancing threads and collect mysterious pins to unleash psychic abilities in battle. Take control of real-time, action-fueled RPG battles using touch controls or Joy-Con controllers. With new features in addition to all the content from the Nintendo DS and mobile versions, the definitive version of this modern classic is finally here. ['Adventure', 'RPG'] The World Ends with You: Final Remix"
Hyrule Warriors: Definitive Edition,3.7,106,"A new, ultimate version of the exhilarating action game set in the Zelda universe will include every map and mission, plus all 29 playable characters from both the Wii U and Nintendo 3DS versions of the game, along with all of the previous paid downloadable content. Play as Link, Zelda, Midna, Skull Kid and dozens more in action-packed battles at home or on the go. Additionally, the game includes new outfits for Link and Zelda based on the Legend of Zelda: Breath of the Wild game. ['Adventure', 'Brawler'] Hyrule Warriors: Definitive Edition"
